"Violation County","House Number","Street Name","Violation Post Code","Violation Precinct","count"
"BK","","WB PROSPECT AVE @ JA","","0.0","338"
"BK","","NB OCEAN PKWY @ 18TH","","0.0","335"
"BK","","NB UTICA AVE @ CHURC","","0.0","335"
"ST","","WB GUYON AVE @ WHITE","","0.0","333"
"BK","","SB 2ND AVE @ 49TH ST","","0.0","333"
"QN","","NORTHERN BLVD (W/B)","","0.0","333"
"BX","","WB VAN CORTLANDT PAR","","0.0","333"
"BX","","SB E TREMONT AVE @ S","","0.0","332"
"QN","","ASTORIA BLVD (E/B) @","","0.0","329"
"QN","","NB 20TH AVE @ 27TH S","","0.0","328"
"MN","","NB 11TH AVE @ W 38TH","","0.0","328"
"QN","","EB NORTHERN BLVD @ 4","","0.0","327"
"MN","","NB PARK AVE S @ E 23","","0.0","324"
"QN","","NB PARSONS BLVD @ GO","","0.0","324"
"BX","","GRAND CONCOURSE (S/B","","0.0","323"
"BK","","NB OCEAN PKWY @ AVEN","","0.0","322"
"QN","","WHITESTONE EXPWY SVC","","0.0","322"
"QN","","EB QUEENS BLVD @ GRA","","0.0","319"
"QN","","WB 156TH AVE @ BRIDG","","0.0","318"
"BK","","NB E 108TH ST @ GLEN","","0.0","317"
"ST","","WB HYLAN BLVD @ PETE","","0.0","317"
"BK","","NB ROGERS AVE @ LENO","","0.0","316"
"QN","","EB 35TH AVE @ 212TH","","0.0","316"
"ST","","WB SYCAMORE ST @ RET","","0.0","316"
"ST","","CLOVE RD (N/B) @ BAR","","0.0","315"
"QN","","SB MIDLAND PKWY @ WE","","0.0","313"
"BX","","WB BRONXDALE AVE @ W","","0.0","312"
"ST","","WB VICTORY BLVD @ AL","","0.0","310"
"BX","","SB BRONX PARK EAST @","","0.0","309"
"BK","","WB DEKALB AVE @ STUY","","0.0","307"
"BK","","SB OCEAN PKWY @ 18TH","","0.0","306"
"MN","","NB ADAM C POWELL JR","","0.0","306"
"QN","","WB ASTORIA BLVD @ 81","","0.0","305"
"QN","","SB STEINWAY ST @ 21S","","0.0","305"
"ST","","WB HENDERSON AVE @ T","","0.0","305"
"BK","","EB CLARKSON AVE @ E","","0.0","302"
"BX","","SB WEBSTER AVE @ E 1","","0.0","301"
"QN","","NB 21ST ST @ 37TH AV","","0.0","301"
"QN","","WB 160TH AVE @ 88TH","","0.0","300"
"QN","","NB 77TH ST @ 30TH AV","","0.0","300"
"BK","","SB 14TH AVE @ BENSON","","0.0","300"
"ST","","VICTORY BLVD (W/B) @","","0.0","296"
"BX","","SB HUNTS POINT AVE @","","0.0","296"
"QN","","NB COMMONWEATLH BLVD","","0.0","295"
"QN","","SB 108TH ST @ HORACE","","0.0","295"
"BK","","CLASSON AVE (N/B) @","","0.0","295"
"BK","","MCDONALD AVE (S/B) @","","0.0","294"
"ST","","SB ST PAULS AVE @ SW","","0.0","292"
"MN","","NB 1ST AVE @ E 106TH","","0.0","291"
"BK","","WB KINGS HIGHWAY @ E","","0.0","287"
"BK","","KINGS HWY (N/B) @ BE","","0.0","285"
"BK","","EB ATLANTIC AVE @ RO","","0.0","285"
"BK","","EB KINGS HIGHWAY @ E","","0.0","284"
"BX","","ALLERTON AVE (W/B) @","","0.0","284"
"BX","","WHITE PLAINS RD (S/B","","0.0","284"
"QN","","SEAGIRT BLVD (E/B) @","","0.0","283"
"BK","","NB W 6TH ST @ AVE V","","0.0","282"
"BX","","NB BRONX BLVD @ NERE","","0.0","277"
"QN","","EB CULLMAN AVE @ 251","","0.0","275"
"BX","","EB CO-OP CITY BLVD @","","0.0","274"
"","","BAY ST (S/B) @ HANNA","","0.0","274"
"MN","","SB 2 Avenue @ E 17 S","","0.0","274"
"ST","","NB RICHMOND AVE @ SA","","0.0","273"
"BX","","NB ROSEDALE AVE @ E","","0.0","272"
"QN","","SB SUTPHIN BLVD @ 11","","0.0","272"
"ST","","EB FOREST AVE @ RAYM","","0.0","269"
"QN","","SB 69TH ST @ 66TH RD","","0.0","269"
"ST","","NB BLOOMINGDALE RD @","","0.0","268"
"QN","","WB 155TH AVE @ 88TH","","0.0","268"
"ST","","NB NICHOLAS AVE @ CH","","0.0","268"
"MN","","NB 1 Avenue @ E 65 S","","0.0","267"
"QN","","EB BEDELL ST @ 130TH","","0.0","266"
"ST","","SB TOMPKINS AVE @ VA","","0.0","266"
"MN","","WEST ST (S/B) @ W HO","","0.0","265"
"BK","","EB SUTTER AVE @ N CO","","0.0","265"
"BK","","EB KINGS HWY @ E 23R","","0.0","264"
"QN","","EB 56TH AVE @ 94TH S","","0.0","264"
"BK","","EB AVE P @ W 9TH ST","","0.0","264"
"ST","","SB WILDER AVE @ ARDS","","0.0","261"
"ST","","CLOVE RD (S/B) @ CHE","","0.0","260"
"QN","","EB WILLETS POINT BLV","","0.0","260"
"MN","","SB 7TH AVE @ W 22ND","","0.0","259"
"MN","","2ND AVE (S/B) @ E HO","","0.0","259"
"BK","","SB LEONARD ST @ BOER","","0.0","259"
"QN","","SB 150TH ST @ SUTTER","","0.0","259"
"BK","","NB ROGERS AVE @ LIND","","0.0","258"
"K","","BROOKLYN BRIDGE PARK","","84.0","258"
"BX","","EB E 163RD ST @ FOX","","0.0","258"
"BK","","SB E 16TH ST @ QUENT","","0.0","256"
"ST","","WB SEAVIEW AVE @ N R","","0.0","254"
"BK","","WB PARK AVE @ MARCUS","","0.0","254"
"BX","","NB GOULDEN AVE @ BED","","0.0","253"
"BK","","NB 18TH AVE @ 54TH S","","0.0","253"
"QN","","WB JAMAICA AVE @ 192","","0.0","253"
"BK","","SB UTICA AVE @ SNYDE","","0.0","252"
"ST","","SB AMBOY RD @ CEDARV","","0.0","252"
"BK","","MCDONALD AVE (N/B) @","","0.0","251"
"BX","","SB BOSTON RD @ WARIN","","0.0","251"
"BX","","SB CASTLE HILL AVE @","","0.0","250"
"BK","","EB 9TH ST @ 8TH AVE","","0.0","250"
"QN","","WB 53RD AVE @ CLEARV","","0.0","249"
"ST","","SB RICHMOND RD @ NAR","","0.0","248"
"MN","","SB BROADWAY @ CHAMBE","","0.0","247"
"BX","","BOSTON RD (E/B) @ PE","","0.0","247"
"QN","","WB COOPER AVE @ 69TH","","0.0","246"
"BK","","EB GATES AVE @ LEWIS","","0.0","246"
"QN","","WB HOYT AVE N @ 24TH","","0.0","245"
"BK","","NB UTICA AVE @ LENOX","","0.0","245"
"ST","","EB AMBOY RD @ CHISHO","","0.0","244"
"MN","","SB Utica Avenue @ Av","","0.0","244"
"ST","","NB HYLAN BLVD @ W FI","","0.0","241"
"Q","","FMCP","","110.0","240"
"ST","","FOREST AVE (W/B) @ S","","0.0","239"
"BK","","SB OCEAN AVE @ REGEN","","0.0","238"
"BK","","SB 26TH AVE @ BATH A","","0.0","237"
"BX","","ALLERTON AVE (E/B) @","","0.0","237"
"BX","","EB STORY AVE @ TAYLO","","0.0","237"
"BK","","EB AVE J @ E 23RD ST","","0.0","237"
"BK","","EB AVE T @ E 4TH ST","","0.0","236"
"ST","","NB RICHMOND AVE @ GA","","0.0","235"
"MN","","SB 2 Avenue @ E 71 S","","0.0","234"
"BK","","86TH ST (E/B) @ 7TH","","0.0","232"
"BX","","E FORDHAM RD (E/B) @","","0.0","232"
"QN","","EB JAMAICA AVE @ 173","","0.0","231"
"BK","","SB GERRITSEN AVE @ W","","0.0","231"
"BK","","WB EASTERN PKWY @ TR","","0.0","230"
"BX","","SB WHITE PLAINS RD @","","0.0","230"
"MN","","WB E 14TH STREET @ 3","","0.0","229"
"QN","","EB 73RD AVE @ 153RD","","0.0","229"
"BK","","EB AVE R @ BURNETT S","","0.0","229"
"ST","","SB VAN PELT AVE @ DE","","0.0","228"
"MN","","EB E 125TH ST @ 5TH","","0.0","228"
"MN","","NB BROADWAY @ W 80TH","","0.0","226"
"BK","","WB 86TH ST @ RIDGE B","","0.0","226"
"BK","","WB EMMONS AVE @ SHOR","","0.0","225"
"BK","","EB 65TH ST @ 11TH AV","","0.0","225"
"MN","","EB W 178TH ST @ ST N","","0.0","224"
"BK","","SB 10TH AVE @ 78TH S","","0.0","223"
"MN","","SB 2 Avenue @ E 18 S","","0.0","222"
"BK","","EB FOSTER AVE @ E 38","","0.0","222"
"BX","","SB HUTCHINSON RIVER","","0.0","222"
"QN","","FRANCIS LEWIS BLVD (","","0.0","220"
"MN","","NB 1 Avenue @ E 68 S","","0.0","219"
"BK","","KINGS HWY (E/B) @ NO","","0.0","219"
"QN","","EB 69TH AVE @ 172ND","","0.0","219"
"QN","","WB 111TH AVE @ 198TH","","0.0","218"
"MN","","NB ST NICHOLAS AVE @","","0.0","217"
"QN","","WB SKILLMAN AVE @ 38","","0.0","217"
"MN","","NB AMSTERDAM AVE @ W","","0.0","215"
"BK","","SB W 17TH ST @ MERMA","","0.0","214"
"QN","","WB HILLSIDE AVE @ 14","","0.0","214"
"MN","","NB ADAM CLAYTON POWE","","0.0","214"
"MN","","NB 1 Avenue @ E 63 S","","0.0","214"
"MN","","WEST ST (S/B) @ 14TH","","0.0","214"
"ST","","SB FATHER CAPODANNO","","0.0","213"
"BK","","EB AVE H @ E 46TH ST","","0.0","213"
"ST","","NB FRONT ST @ WATER","","0.0","213"
"MN","","SB BROADWAY @ BARCLA","","0.0","213"
"BK","","NB UTICA AVE @ LINDE","","0.0","212"
"BX","","SB BRUCKNER BLVD @ J","","0.0","211"
"BK","","OCEAN PKWY (N/B) @ S","","0.0","210"
"QN","","EB 51ST AVE @ 71ST S","","0.0","209"
"BK","","NB 12TH AVE @ 77TH S","","0.0","206"
"ST","","SB WINANT AVE @ MCBA","","0.0","205"
"BK","","EB EASTERN PKWY @ TR","","0.0","204"
"BX","","NB BRONXWOOD AVE @ E","","0.0","202"
"BX","","WB EAST FORDHAM ROAD","","0.0","202"
"MN","","12TH AVE (S/B) @ 34T","","0.0","200"
"ST","","NB FOREST HILL RD @","","0.0","198"
"BX","","EB E 163RD ST @ SIMP","","0.0","198"
"QN","","ROCKAWAY BLVD (E/B)","","0.0","197"
"BK","","NB BUSHWICK AVE @ ST","","0.0","197"
"BK","","NB AVE N @ E 91ST ST","","0.0","196"
"BK","","EB LINDEN BLVD @ E 4","","0.0","196"
"QN","","BEACH CHANNEL DR (S/","","0.0","195"
"BK","","LINDEN BLVD (E/B) @","","0.0","195"
"BK","","NB FT HAMILTON PKWY","","0.0","195"
"BK","","NB E 48 ST @ AVE L","","0.0","194"
"QN","","ATLANTIC AVE (W/B) @","","0.0","193"
"BX","","EB E 233RD ST @ DYRE","","0.0","193"
"BK","","EB QUENTIN RD @ MADI","","0.0","193"
"BX","","SB ZEREGA AVE @ WATE","","0.0","193"
"MN","","SB 2 Avenue @ E 19 S","","0.0","192"
"QN","","EB 31ST AVE @ 72ND S","","0.0","191"
"ST","","SB BEMENT AVE @ DELA","","0.0","190"
"QN","","SB 46TH ST @ 25TH AV","","0.0","189"
"BK","","WB AVE P @ E 17TH ST","","0.0","189"
"BK","","NB OCEAN AVE @ FARRA","","0.0","188"
"Q","","SHORE FRONT PKWY","","100.0","187"
"MN","","WB W 125TH ST @ ST N","","0.0","187"
"BX","","NB BOSTON RD @ RADCL","","0.0","187"
"QN","","SUNRISE HWY (W/B) @","","0.0","187"
"BK","","WB BUSHWICK AVE @ JE","","0.0","186"
"QN","","EB 32ND AVE @ 169TH","","0.0","186"
"QN","","ROCKAWAY BLVD (S/B)","","0.0","185"
"ST","","SB ARDEN AVE @ EDGEG","","0.0","185"
"BK","","WB AVE R @ BURNETT S","","0.0","182"
"BK","","NB STILLWELL AVE @ A","","0.0","182"
"BX","","EB ALLERTON AVE @ LU","","0.0","182"
"BK","","NB UTICA AVE @ SNYDE","","0.0","182"
"MN","","SB AMSTERDAM AVE @ W","","0.0","182"
"BK","","SB NOSTRAND AVE @ GL","","0.0","182"
"ST","","EB VICTORY BLVD @ ME","","0.0","180"
"QN","","WB HILLSIDE AVE @ 23","","0.0","179"
"ST","","EB HYLAN BLVD @ POIL","","0.0","178"
"BX","","E 135TH ST (W/B) @ 3","","0.0","178"
"BK","","4TH AVE (S/B) @ 60TH","","0.0","177"
"QN","","EB 32ND AVE @ 56TH S","","0.0","177"
"MN","","NB PARK AVE @ E 83RD","","0.0","176"
"QN","","WB QUEENS BLVD @ 70T","","0.0","176"
"QN","","L.I.E. N. SVC ROAD (","","0.0","175"
"MN","","NB ALLEN ST @ E HOUS","","0.0","175"
"QN","","SB 69TH ST @ 53RD AV","","0.0","174"
"BK","","SB FRANKLIN AVE @ GR","","0.0","173"
"QN","","NB CROSS BAY BLVD @","","0.0","173"
"ST","","SB STEUBEN ST @ HYLA","","0.0","173"
"BK","","SB E 36TH ST @ FILLM","","0.0","173"
"BX","","EB LAFAYETTE AVE @ N","","0.0","171"
"ST","","VICTORY BLVD (E/B) @","","0.0","171"
"QN","","SB 20TH AVE @ 27TH S","","0.0","170"
"MN","","EB E 14TH STREET @ B","","0.0","170"
"MN","","NB 1 Avenue @ E 58 S","","0.0","170"
"QN","","WB 110TH AVE/BRINKER","","0.0","169"
"BK","","EB CHURCH AVE @ RUGB","","0.0","169"
"BX","","NB HUNTS POINT AVE @","","0.0","169"
"Q","","Flushing Lot #2","50-A","109.0","169"
"ST","","RICHMOND RD (W/B) @","","0.0","169"
"QN","","N CONDUIT AVE (W/B)","","0.0","168"
"QN","","EB HILLSIDE AVE @ PA","","0.0","168"
"BK","","NB REMSEN AVE @ AVE","","0.0","167"
"BK","","WB GRAND ST @ VANDER","","0.0","165"
"MN","","NB 1 Avenue @ E 71 S","","0.0","165"
"BK","","EB AVE Y @ HOMECREST","","0.0","164"
"QN","","WB CENTRAL AVE @ 66T","","0.0","163"
"BX","","BRONXDALE AVE (W/B)","","0.0","162"
"MN","","WB 207TH ST @ VERMIL","","0.0","160"
"BX","","EB BRONXDALE AVE @ B","","0.0","160"
"MN","","NB 1 Avenue @ E 73 S","","0.0","159"
"ST","","SB VICTORY BLVD @ ED","","0.0","159"
"MN","","SB 2 Avenue @ E 69 S","","0.0","158"
"QN","","WB 137TH AVE @ 170TH","","0.0","158"
"BK","","WB ATLANTIC AVE @ LO","","0.0","158"
"QN","","WB BOOTH MEMORIAL AV","","0.0","157"
"BK","","BAY PKWY (S/B) @ 65T","","0.0","156"
"BK","","REMSEN AVE (N/B) @ L","","0.0","156"
"QN","","WOODHAVEN BLVD (S/B)","","0.0","155"
"QN","","HILLSIDE AVE (W/B) @","","0.0","155"
"BX","","WB MIDDLETOWN RD @ P","","0.0","154"
"BK","","EB BUSHWICK AVE @ ME","","0.0","154"
"BK","","EB KINGS HIGHWAY @ M","","0.0","153"
"BX","","GUN HILL ROAD (W/B)","","0.0","152"
"MN","","NB 1 Avenue @ E 69 S","","0.0","152"
"BX","","SB INTERVALE AVE @ F","","0.0","150"
"BK","","EB AVE J @ E 3RD ST","","0.0","149"
"ST","","SB BAY ST @ MARYLAND","","0.0","149"
"BK","","WB PITKIN AVE @ FOUN","","0.0","148"
"MN","","SB Utica Avenue @ St","","0.0","147"
"QN","","WB NEWPORT AVE @ B 1","","0.0","147"
"ST","","RICHMOND AVE (S/B) @","","0.0","147"
"ST","","SB HYLAN BLVD @ WHIT","","0.0","147"
"MN","","WB W 14TH STREET @ 8","","0.0","147"
"BK","","WB DORCHESTER RD @ E","","0.0","147"
"BK","","ROCKAWAY PKWY (S/B)","","0.0","147"
"MN","","SB BROADWAY @ W 120T","","0.0","146"
"BK","","SB UTICA AVE @ EASTE","","0.0","146"
"BX","","SB BRONX RIVER AVE @","","0.0","146"
"QN","","EB 93RD AVE @ 218TH","","0.0","145"
"QN","","NB FOREST PKWY @ 85T","","0.0","145"
"BK","","PENNSYLVANIA AVE (N/","","0.0","144"
"QN","","SB 61ST ST @ 38TH AV","","0.0","144"
"BX","","SB JEROME AVE @ E 21","","0.0","144"
"BX","","NB WEBSTER AVE @ E F","","0.0","144"
"QN","","WB ATLANTIC AVE @ 86","","0.0","144"
"BK","","SB NOSTRAND AVE @ SU","","0.0","144"
"BK","","WB AVE K @ E 101ST S","","0.0","140"
"BK","","SB OCEAN AVE @ AVE V","","0.0","140"
"MN","","SB Utica Avenue @ Li","","0.0","140"
"MN","","NB 1 Avenue @ E 67 S","","0.0","140"
"MN","","NB 1 Avenue @ E 74 S","","0.0","139"
"QN","","NB COLLEGE POINT BLV","","0.0","139"
"QN","","SB MAIN ST @ SANFORD","","0.0","137"
"BK","","NB UTICA AVE @ AVE L","","0.0","137"
"ST","","SOUTH AVE (S/B) @ TR","","0.0","135"
"BX","","NB CASTLE HILL AVE @","","0.0","135"
"MN","","SB 2ND AVE @ E 96TH","","0.0","134"
"BK","","NB ROGERS AVE @ EAST","","0.0","133"
"QN","","NB YELLOWSTONE BLVD","","0.0","133"
"ST","","NB HYLAN BLVD @ CLEV","","0.0","133"
"QN","","EB LINDEN BLVD @ 130","","0.0","133"
"QN","","EB 104TH AVE @ 203RD","","0.0","133"
"ST","","NB OCEAN TERRACE @ L","","0.0","133"
"BK","","WB FOSTER AVE @ E 18","","0.0","132"
"BK","","NB NEW YORK AVE @ CL","","0.0","132"
"MN","","EB E 14TH STREET @ 2","","0.0","131"
"MN","","SB 2 Avenue @ E 29 S","","0.0","129"
"K","","Brighton Beach Lot","41","60.0","129"
"ST","","WB CASTLETON AVE @ R","","0.0","129"
"QN","","EB MYRTLE AVE @ 114T","","0.0","129"
"QN","","SB 188TH ST @ AVON R","","0.0","128"
"BK","","SB UTICA AVE @ EMPIR","","0.0","128"
"BK","","NB E 53RD ST @ LENOX","","0.0","128"
"MN","","NB PIKE ST @ CHERRY","","0.0","128"
"ST","","NB TARGEE ST @ DEKAL","","0.0","126"
"BK","","SURF AVE (W/B) @ W 5","","0.0","126"
"MN","","SB 2 Avenue @ E 15 S","","0.0","125"
"BX","","BRUCKNER BLVD (W/B)","","0.0","124"
"MN","","SB 2 Avenue @ E 124","","0.0","124"
"QN","","WB 34TH AVE @ 14TH S","","0.0","124"
"QN","","SB MARATHON PKWY @ 5","","0.0","123"
"MN","","EB SHERMAN AVE @ W 2","","0.0","122"
"QN","","SB 80TH ST @ 78TH AV","","0.0","122"
"QN","","NB NORTON DR @ COLDS","","0.0","122"
"BK","","EB ST JOHNS PL @ KIN","","0.0","122"
"QN","","EB ATLANTIC AVE @ 85","","0.0","121"
"QN","","WB HILLSIDE AVE @ 13","","0.0","121"
"BK","","SB 3RD AVE @ 51ST ST","","0.0","119"
"BK","","NB MARINE AVE @ 93RD","","0.0","118"
"BK","","WB GLENWOOD RD @ E 8","","0.0","117"
"BK","","NB 28TH AVE @ HARWAY","","0.0","117"
"BK","","CROPSEY AVE (W/B) @","","0.0","116"
"MN","","EB E 125TH ST@ PARK","","0.0","115"
"MN","","NB BROADWAY AVE @ W","","0.0","114"
"BK","","NB FOUNTAIN AVE @ ST","","0.0","113"
"BX","","EB VAN CORTLANDT PAR","","0.0","112"
"ST","","CLOVE RD (N/B) @ CHE","","0.0","112"
"QN","","SB 111TH ST @ CORONA","","0.0","112"
"MN","","SB 2 Avenue @ E 27 S","","0.0","112"
"ST","","NB BROADWAY @ WINEGA","","0.0","111"
"BK","","NB E 5TH ST @ AVE M","","0.0","111"
"MN","","SB 2 Avenue @ E 22 S","","0.0","111"
"BX","","EB E 213TH ST @ PAUL","","0.0","110"
"ST","","ARTHUR KILL RD (E/B)","","0.0","110"
"MN","","WB E 14TH STREET @ 4","","0.0","110"
"BK","","FLATBUSH AVE EXTENSI","","0.0","110"
"QN","","EB JAMAICA AVE @ 102","","0.0","109"
"K","W","W 15th St","W","60.0","109"
"BX","","WB E TREMONT AVE @ A","","0.0","109"
"BK","","SB 5TH AVE @ 24TH ST","","0.0","109"
"BX","","BARTOW AVE (E/B) @ C","","0.0","109"
"QN","","VAN WYCK EXP SVC RD","","0.0","108"
"MN","","NB 1 Avenue @ E 66 S","","0.0","107"
"MN","","NB Utica Avenue @ Av","","0.0","107"
"MN","","WEST ST (N/B) @ W HO","","0.0","107"
"QN","","EB 48TH AVE @ 206TH","","0.0","106"
"ST","","FOREST AVE (E/B) @ S","","0.0","106"
"MN","","CHRYSTIE ST (N/B) @","","0.0","106"
"BK","","SB COLONIAL RD @ 72N","","0.0","105"
"BK","","WB AVE K @ E 40TH ST","","0.0","105"
"ST","","SB RENWICK AVE @ CAT","","0.0","104"
"BK","","JAMAICA AVE (W/B) @","","0.0","104"
"QN","","SB 31ST ST @ 34TH AV","","0.0","104"
"BK","","EB BROADWAY @ PENN S","","0.0","103"
"MN","","SB 2 Avenue @ E 86 S","","0.0","103"
"MN","","EB W 86TH ST @ CENTR","","0.0","103"
"QN","","WB QUEENS BLVD @ 58T","","0.0","103"
"Q","","Sunnyside Lot","37","108.0","102"
"MN","","NB MADISON AVE @ E 9","","0.0","102"
"QN","","EB JUNIPER VALLEY RD","","0.0","101"
"QN","","EB 14TH AVE @ 129TH","","0.0","101"
"MN","","SB 10TH AVE @ LITTLE","","0.0","100"
"BK","","WB AVE T @ HARING ST","","0.0","99"
"BK","","SB E 56TH ST @ CHURC","","0.0","99"
"MN","","NB 1 Avenue @ E 64 S","","0.0","99"
"BK","","SB UTICA AVE @ WINTH","","0.0","98"
"QN","","NB 188TH ST @ 87TH D","","0.0","98"
"ST","","EB RICHMOND TERR @ T","","0.0","98"
"QN","","NB HOOK CREEK BLVD @","","0.0","98"
"MN","","SB 2 Avenue @ E 30 S","","0.0","97"
"BK","","WB FOSTER AVE @ E 10","","0.0","97"
"QN","","EB CROCHERON AVE @ 1","","0.0","96"
"BX","","HUTCHINSON RIVER PKW","","45.0","95"
"MN","","SB 2 Avenue @ E 76 S","","0.0","95"
"MN","","12TH AVE (N/B) @ W 5","","0.0","95"
"MN","","NB 1 Avenue @ E 76 S","","0.0","95"
"ST","","NB ARDEN AVE @ EDGEG","","0.0","94"
"MN","","SB 2 Avenue @ E 20 S","","0.0","94"
"MN","","SB 2 Avenue @ E 78 S","","0.0","94"
"K","S","Surf Ave","W","60.0","94"
"ST","","RICHMOND RD (E/B) @","","0.0","94"
"BK","","NEB 4TH AVE @ 42ND S","","0.0","94"
"BK","","NB E 69TH ST @ AVE U","","0.0","94"
"BK","","OCEAN PKWY (N/B) @ C","","0.0","94"
"MN","","NB Utica Avenue @ Ch","","0.0","93"
"MN","","SB 2 Avenue @ E 81 S","","0.0","92"
"MN","","NB 1 Avenue @ E 62 S","","0.0","92"
"MN","","SB BROADWAY @ W 168T","","0.0","92"
"BK","","SB FLATBUSH AVE @ OC","","0.0","92"
"BK","","SB 15TH AVE @ 80TH S","","0.0","92"
"ST","","SB CLOVE RD @ LUDWIG","","0.0","91"
"ST","","SB ST PAULS AVE @ CE","","0.0","91"
"BK","","OCEAN PKWY (S/B) @ A","","0.0","90"
"QN","","SB PARSONS BLVD @ 84","","0.0","90"
"BK","","NB 4TH AVE @ PACIFIC","","0.0","90"
"QN","","SB MAIN ST @ FRANKLI","","0.0","90"
"ST","","SB GIFFORDS LN @ GIB","","0.0","89"
"BK","","NB 12TH AVE @ 38TH S","","0.0","89"
"K","E","W 10th St","W","60.0","88"
"BK","","SB 19TH AVE @ BENSON","","0.0","88"
"MN","","EB E 125TH ST @ 2ND","","0.0","88"
"QN","","EB 147TH AVE @ 177TH","","0.0","88"
"QN","","KISSENA BLVD (S/B) @","","0.0","87"
"ST","","HYLAN BLVD (E/B) @ B","","0.0","87"
"Q","S","Shore Front Pky","V","100.0","86"
"MN","","3RD AVE (N/B) @ 36TH","","0.0","86"
"MN","","EB W HOUSTON ST @ TH","","0.0","86"
"BX","","EB WEST FORDHAM ROAD","","0.0","85"
"K","E","Stillwell Ave","W","60.0","85"
"ST","","SB HUGUENOT AVE @ DR","","0.0","85"
"QN","","SB LEFFERTS BLVD @ S","","0.0","85"
"MN","","WB E 14 St@ 1 Ave","","0.0","84"
"BX","","EB STORY AVE @ BOYNT","","0.0","84"
"BK","","WB KINGS HIGHWAY @ M","","0.0","84"
"ST","","NARROWS RD (W/B) @ C","","0.0","84"
"MN","","NB 1 Avenue @ E 78 S","","0.0","83"
"MN","","NB Nostrand Avenue @","","0.0","83"
"BK","","SB NOSTRAND AVE @ EA","","0.0","83"
"QN","","SB 154TH ST @ 14TH R","","0.0","82"
"QN","","EB UNION TPKE @ MAIN","","0.0","82"
"MN","","SB 2ND AVE @ E 63RD","","0.0","82"
"BK","","WB AVE T @ HOMECREST","","0.0","81"
"BK","","NB CLASSON AVE @ QUI","","0.0","81"
"QN","","NB FARMERS BLVD @ 11","","0.0","81"
"MN","","SB Utica Avenue @ Cl","","0.0","81"
"MN","","SB 2 Avenue @ E 85 S","","0.0","80"
"BK","","WB DITMAS AVE @ E 7T","","0.0","80"
"K","4","Metrotech Ctr","SPCL","84.0","80"
"MN","","EB MADISON ST @ CLIN","","0.0","80"
"MN","","NB 1 Avenue @ E 70 S","","0.0","80"
"BK","","WB 78TH ST @ RIDGE B","","0.0","80"
"ST","","SB ARTHUR KILL RD @","","0.0","80"
"BK","","NB UTICA AVE @ AVE D","","0.0","79"
"QN","","EB UNION TPKE @ 88TH","","0.0","79"
"BX","","WB E 180TH @ ARTHUR","","0.0","78"
"BK","","ROCKAWAY PKWY (N/B)","","0.0","78"
"QN","","EB 23RD AVE @ 41ST S","","0.0","78"
"BX","","NB BRONX PARK EAST @","","0.0","78"
"BX","","EB W FORDHAM RD @ JE","","0.0","77"
"ST","","EB FOREST AVE @ GREE","","0.0","77"
"K","N","Emmons Ave","A","61.0","76"
"MN","","EB E 20TH ST @ 20TH","","0.0","76"
"MN","","SB 2 Avenue @ E 123","","0.0","76"
"ST","","WB BUEL AVE @ JEFFER","","0.0","76"
"Q","","RANGE ROAD","","100.0","76"
"BK","","SB COURT ST @ HAMILT","","0.0","76"
"BK","","EB SHORE BLVD @ GIRA","","0.0","76"
"QN","","WB CRAFT AVE @ 256TH","","0.0","75"
"BX","","EB E 163RD ST @ THIR","","0.0","75"
"MN","","SB 2 Avenue @ E 111","","0.0","75"
"ST","","WB KATAN AVE @ RHETT","","0.0","74"
"QN","","23RD AVE (E/B) @ 94T","","0.0","74"
"BK","","SB UTICA AVE @ AVE N","","0.0","74"
"BK","","SB 9TH AVE @ 49TH ST","","0.0","74"
"QN","","NB MAIN ST @ FRANKLI","","0.0","73"
"QN","","WB ATLANTIC AVE @ 11","","0.0","73"
"MN","","SB 2ND AVE @ E 66TH","","0.0","73"
"BK","","EB UNION ST @ HOYT S","","0.0","73"
"ST","","SO GANNON AVE (E/B)","","0.0","73"
"BK","","SB 64TH ST @ 13TH AV","","0.0","72"
"QN","","NB SUTPHIN BLVD @ 90","","0.0","72"
"BK","","NB DAHILL RD @ AVE F","","0.0","72"
"QN","","NB LINDEN PL @ WHITE","","0.0","71"
"MN","","NB 1 Avenue @ Tito P","","0.0","71"
"MN","","SB 2 Avenue @ E 21 S","","0.0","70"
"K","4","Metrotech Ctr","06","84.0","70"
"MN","","EB E 23RD ST @ 3RD A","","0.0","70"
"BK","","NB RALPH AV. FLATLAN","","0.0","69"
"BK","","WB AVE S @ E 21ST ST","","0.0","69"
"QN","","NB MOTT AVE @ BAYSWA","","0.0","69"
"ST","","NB ARTHUR KILL RD @","","0.0","69"
"MN","","SB BROADWAY @ HOWARD","","0.0","69"
"BK","","WB JAMAICA AVE @ HIG","","0.0","68"
"K","57","Front St","01","84.0","68"
"Q","","Sunnyside Lot","36","108.0","68"
"BK","","SB AVE U @ PEARSON S","","0.0","68"
"MN","","SB 2 Avenue @ E 82 S","","0.0","68"
"K","300","Ashland Pl","06","88.0","67"
"K","E","W 10th St","A","60.0","67"
"QN","","SB LEFFERTS BLVD @ 9","","0.0","67"
"MN","","SB 2 Avenue @ E 70 S","","0.0","67"
"MN","","SB 2 Avenue @ E 93 S","","0.0","67"
